Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Genre_1,Genre_2,Genre_3,Anime_StartDate,Anime_EndDate,Manga_StartDate,Manga_EndDate
Kanojo ga Flag wo Oraretara,"Comedy,Romance",6925,1069,6.39,13,24 min. per ep.,TV ,198007,7.02,8470.0,4331.0,4494.0,42,"Nov  4, 2011 to Feb  26, 2015",['Shounen'],Shounen Rival,"Nagian (Art), Takei, Touka (Story)",True,Comedy,Romance,,2014-04-01,2014-06-01,2011-11-04,2015-02-26
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Boys Love,Comedy,Sports",6859,6586,6.4,2,26 min. per ep.,OVA ,7485,7.29,4848.0,14891.0,957.0,12,1999 to ?,[],Chara,"Minekura, Kazuya (Story & Art)",True,Boys Love,Comedy,Sports,2002-03-01,2002-07-01,1999-01-01,Ongoing or Hiatus
Shin Chuuka Ichiban!,"Comedy,Gourmet",6726,5421,6.43,12,24 min. per ep.,TV ,11983,7.21,5786.0,22618.0,466.0,108,"Dec  4, 1996 to Apr  28, 1999",['Shounen'],Shounen Magazine (Weekly),"Ogawa, Etsushi (Story & Art)",True,Comedy,Gourmet,,2019-10-01,2019-12-01,1996-12-04,1999-04-28
Yume Tsukai,"Drama,Fantasy,Slice of Life",6736,5935,6.43,12,24 min. per ep.,TV ,9669,6.98,8924.0,11606.0,1370.0,36,"Jan  25, 2001 to Dec  25, 2003",['Seinen'],Afternoon,"Ueshiba, Riichi (Story & Art)",True,Drama,Fantasy,Slice of Life,2006-04-01,2006-06-01,2001-01-25,2003-12-25
Beyblade Burst,"Action,Adventure,Sci-Fi,Sports",6690,3723,6.43,51,24 min. per ep.,TV ,33136,7.13,6763.0,20912.0,542.0,134,"Jul  15, 2015 to Feb  28, 2022",['Kids'],CoroCoro Comic,"Morita, Hiro (Story & Art)",True,Action,Adventure,Sci-Fi,2016-04-01,2017-03-01,2015-07-15,2022-02-28
Getsuyoubi no Tawawa,"Slice of Life,Ecchi",6676,1426,6.44,12,4 min. per ep.,ONA ,156650,7.01,8589.0,1822.0,10522.0,Unknown,"Nov  16, 2020 to ?",['Seinen'],Young Magazine (Weekly),"Himura, Kiseki (Story & Art)",True,Slice of Life,Ecchi,,2016-10-01,2016-12-01,2020-11-16,Ongoing or Hiatus
Bad Boys,"Action,Comedy",6688,9239,6.43,5,45 min. per ep.,OVA ,3484,7.05,7948.0,9485.0,1800.0,169,1988 to  1996,['Seinen'],Young King,"Tanaka, Hiroshi (Story & Art)",True,Action,Comedy,,1993-09-01,1998-08-01,1988-01-01,1996-01-01
Centaur no Nayami,"Comedy,Fantasy,Slice of Life",6664,1957,6.44,12,23 min. per ep.,TV ,94373,7.26,5141.0,2689.0,7380.0,Unknown,"Dec  18, 2010 to ?",['Seinen'],Comic Ryu,"Murayama, Kei (Story & Art)",True,Comedy,Fantasy,Slice of Life,2017-07-01,2017-09-01,2010-12-18,Ongoing or Hiatus
Seikoku no Dragonar,"Comedy,Fantasy,Ecchi",6612,976,6.45,12,24 min. per ep.,TV ,225612,7.25,5312.0,7411.0,2464.0,178,"Jun  25, 2010 to Nov  25, 2015",[],,"Mizuchi, Shiki (Story), Shimesaba, Kohada (Art)",True,Comedy,Fantasy,Ecchi,2014-04-01,2014-06-01,2010-06-25,2015-11-25
Pet,"Mystery,Supernatural",6607,1910,6.45,13,23 min. per ep.,TV ,94745,6.98,8958.0,12946.0,1174.0,55,"Jul  29, 2002 to Oct  27, 2003",['Seinen'],Big Comic Spirits,"Miyake, Ranjou (Story & Art)",True,Mystery,Supernatural,,2020-01-01,2020-03-01,2002-07-29,2003-10-27
Sabu to Ichi Torimono Hikae,"Action,Adventure,Drama,Slice of Life",6611,9836,6.45,52,25 min. per ep.,TV ,2941,7.5,2894.0,11940.0,1314.0,83,1966 to Mar  1972,['Shounen'],Shounen Sunday,"Ishinomori, Shoutarou (Story & Art)",True,Action,Adventure,Drama,1968-10-01,1969-09-01,1966-01-01,1972-03-01
"Ore, Twintail ni Narimasu.","Action,Comedy,Fantasy,Romance",6605,1290,6.45,12,24 min. per ep.,TV ,161314,7.2,5957.0,11108.0,1453.0,Unknown,"Jun  19, 2012 to Dec  18, 2020",[],,"Kasuga, Ayumu (Art), Mizusawa, Yume (Story)",True,Action,Comedy,Fantasy,2014-10-01,2014-12-01,2012-06-19,2020-12-18
Gal to Kyouryuu,"Comedy,Slice of Life",6564,3588,6.46,12,11 min. per ep.,TV ,33257,7.03,8300.0,6851.0,2701.0,105,"Oct  15, 2018 to Jan  24, 2022",['Seinen'],Young Magazine (Weekly),"Tomimura, Cota (Art), Mori, Moriko (Story)",True,Comedy,Slice of Life,,2020-04-01,2020-12-01,2018-10-15,2022-01-24
Absolute Duo,"Action,Romance,Supernatural,Ecchi",6572,355,6.45,12,24 min. per ep.,TV ,558806,7.28,4947.0,5064.0,3802.0,Unknown,"Aug  23, 2012 to ?",[],,"Hiiragiboshi, Takumi (Story), Asaba, Yuu (Art)",True,Action,Romance,Supernatural,2015-01-01,2015-03-01,2012-08-23,Ongoing or Hiatus
Clockwork Planet,"Fantasy,Sci-Fi",6578,1294,6.45,12,24 min. per ep.,TV ,159833,7.64,1981.0,3915.0,5063.0,24,"Apr  2, 2013 to Dec  29, 2015",[],,"Kamiya, Yuu (Story), Shino (Art), Himana, Tsubaki (Story)",True,Fantasy,Sci-Fi,,2017-04-01,2017-06-01,2013-04-02,2015-12-29
Terra e...,"Action,Drama,Sci-Fi",6539,5600,6.46,1,1 hr. 51 min.,Movie ,11814,7.69,1745.0,4572.0,4258.0,28,"Dec  6, 1976 to Apr  6, 1980",['Shounen'],Manga Shounen,"Takemiya, Keiko (Story & Art)",True,Action,Drama,Sci-Fi,1980-04-01,1980-04-01,1976-12-06,1980-04-06
Monkey Turn,"Action,Drama",6526,10560,6.46,25,23 min. per ep.,TV ,2123,7.52,2726.0,29231.0,269.0,385,1996 to  2005,[],Shounen Sunday,"Kawai, Katsutoshi (Story & Art)",True,Action,Drama,,2004-01-01,2004-06-01,1996-01-01,2005-01-01
Upotte!!,"Action,Comedy",6520,2232,6.47,10,24 min. per ep.,ONA ,72341,7.05,7916.0,5755.0,3288.0,Unknown,"Jul  4, 2009 to ?",['Shounen'],Shounen Ace,"Tennouji, Kitsune (Story & Art)",True,Action,Comedy,,2012-04-01,2012-06-01,2009-07-04,Ongoing or Hiatus
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"Comedy,Romance,Ecchi",6530,708,6.46,12,24 min. per ep.,TV ,306880,7.27,5028.0,6832.0,2709.0,94,"Dec  24, 2010 to Jan  25, 2019",[],,"Suzuki, Daisuke (Story), Uruu, Gekka (Art)",True,Comedy,Romance,Ecchi,2012-10-01,2012-12-01,2010-12-24,2019-01-25
Coppelion,"Action,Sci-Fi",6472,1559,6.47,13,24 min. per ep.,TV ,121753,7.4,3729.0,2102.0,9190.0,226,"Jun  9, 2008 to Feb  20, 2016",['Seinen'],Young Magazine (Weekly),"Inoue, Tomonori (Story & Art)",True,Action,Sci-Fi,,2013-10-01,2013-12-01,2008-06-09,2016-02-20
Death March kara Hajimaru Isekai Kyousoukyoku,"Adventure,Fantasy",6475,426,6.47,12,23 min. per ep.,TV ,512051,7.56,2450.0,1646.0,11723.0,Unknown,"Mar  17, 2014 to ?",[],,"Ainana, Hiro (Story), shri (Art)",True,Adventure,Fantasy,,2018-01-01,2018-03-01,2014-03-17,Ongoing or Hiatus
Citrus,"Drama,Girls Love,Romance",6470,397,6.47,12,23 min. per ep.,TV ,521371,7.05,7957.0,6332.0,2964.0,11,"Oct  13, 2010 to Jul  13, 2011",['Shoujo'],Bessatsu Margaret,Ayuko (Story & Art),True,Drama,Girls Love,Romance,2018-01-01,2018-03-01,2010-10-13,2011-07-13
Ore wa Teppei,"Action,Sports",6402,10694,6.49,28,25 min. per ep.,TV ,2104,7.59,2312.0,19158.0,636.0,Unknown,1973 to  1980,['Shounen'],Shounen Magazine (Weekly),"Chiba, Tetsuya (Story & Art)",True,Action,Sports,,1977-09-01,1978-03-01,1973-01-01,1980-01-01
100-man no Inochi no Ue ni Ore wa Tatteiru,"Action,Drama,Fantasy",6367,853,6.49,12,23 min. per ep.,TV ,297194,7.04,8172.0,1499.0,12820.0,Unknown,"Jun  9, 2016 to ?",['Shounen'],Bessatsu Shounen Magazine,"Nao, Akinari (Art), Yamakawa, Naoki (Story)",True,Action,Drama,Fantasy,2020-10-01,2020-12-01,2016-06-09,Ongoing or Hiatus
Omoi no Kakera,"Slice of Life,Sports",6281,6853,6.51,1,24 min.,TV Special ,6442,7.29,4804.0,4139.0,4769.0,32,"Oct  29, 2009 to Jun  30, 2014",['Josei'],Rakuen Le Paradis,"Takemiya, Jin (Story & Art)",True,Slice of Life,Sports,,2016-03-01,2016-03-01,2009-10-29,2014-06-30
Danchigai,"Comedy,Slice of Life",6257,1629,6.51,12,3 min. per ep.,TV ,118167,7.63,2064.0,3699.0,5374.0,126,"Jun  22, 2011 to Sep  22, 2021",[],Manga 4-koma Palette,"Yoneda, Kazusa (Story & Art)",True,Comedy,Slice of Life,,2015-07-01,2015-09-01,2011-06-22,2021-09-22
Fuuka,"Drama,Romance,Ecchi",6263,730,6.51,12,24 min. per ep.,TV ,300546,7.43,3454.0,334.0,47323.0,204,"Feb  12, 2014 to Apr  4, 2018",['Shounen'],Shounen Magazine (Weekly),"Seo, Kouji (Story & Art)",True,Drama,Romance,Ecchi,2017-01-01,2017-03-01,2014-02-12,2018-04-04
Monster Musume no Oishasan,"Comedy,Fantasy,Romance,Ecchi",6201,1098,6.52,12,24 min. per ep.,TV ,222250,7.16,6373.0,6369.0,2946.0,67,"Jun  24, 2016 to Mar  25, 2022",[],,"Z-ton (Art), Yoshino, Origuchi (Story)",True,Comedy,Fantasy,Romance,2020-07-01,2020-09-01,2016-06-24,2022-03-25
Naisho no Tsubomi,"Romance,Slice of Life,Supernatural",6177,6156,6.53,3,27 min. per ep.,OVA ,8354,7.25,5256.0,15113.0,936.0,98,"Feb  3, 2004 to Feb  3, 2012",['Shoujo'],Shougaku Gonensei,"Yabuuchi, Yuu (Story & Art)",True,Romance,Slice of Life,Supernatural,2008-04-01,2008-06-01,2004-02-03,2012-02-03
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Comedy,Romance,Ecchi",6166,726,6.53,12,23 min. per ep.,TV ,328398,7.17,6255.0,4348.0,4481.0,98,"Jan  25, 2017 to Jan  25, 2022",[],,"Hanama, Tomo (Story), sune (Art)",True,Comedy,Romance,Ecchi,2019-07-01,2019-09-01,2017-01-25,2022-01-25
Getter Robo G,"Action,Sci-Fi",6158,8984,6.53,39,24 min. per ep.,TV ,3707,6.94,9506.0,6277.0,2988.0,5,Mar  1975 to Oct  1975,['Shounen'],,"Nagai, Go (Story), Ishikawa, Ken (Story)",True,Action,Sci-Fi,,1975-05-01,1976-03-01,1975-03-01,1975-10-01
Fudanshi Koukou Seikatsu,"Comedy,Slice of Life",6157,2255,6.53,12,3 min. per ep.,TV ,74288,7.21,5734.0,4807.0,4019.0,51,"May  1, 2015 to Sep  7, 2018",[],Zero-Sum Online,"Michinoku, Atami (Story & Art)",True,Comedy,Slice of Life,,2016-07-01,2016-09-01,2015-05-01,2018-09-07
"Kono Naka ni Hitori, Imouto ga Iru!","Comedy,Mystery,Romance,Ecchi",6132,993,6.54,12,24 min. per ep.,TV ,213103,7.19,5994.0,10059.0,1672.0,87,"Aug  25, 2010 to Mar  25, 2013",['Seinen'],,"CUTEG (Art), Taguchi, Hajime (Story)",True,Comedy,Mystery,Romance,2012-07-01,2012-09-01,2010-08-25,2013-03-25
Esper Mami,"Comedy,Supernatural,Ecchi",6154,9942,6.53,119,24 min. per ep.,TV ,2755,7.58,2364.0,25793.0,358.0,Unknown,1977 to  1983,['Shounen'],Shounen Big Comic,"Fujiko, Fujio F. (Story & Art)",True,Comedy,Supernatural,Ecchi,1987-04-01,1989-10-01,1977-01-01,1983-01-01
Itsuka Tenma no Kuro Usagi,"Comedy,Romance,Supernatural,Ecchi",6124,1450,6.54,12,25 min. per ep.,TV ,133392,7.32,4511.0,9419.0,1819.0,60,"Nov  20, 2008 to Dec  20, 2013",['Shounen'],Dragon Magazine,"Kamiya, Yuu (Art), Kagami, Takaya (Story)",True,Comedy,Romance,Supernatural,2011-07-01,2011-09-01,2008-11-20,2013-12-20
Inugami-san to Nekoyama-san,"Comedy,Girls Love",6123,2127,6.54,12,3 min. per ep.,TV ,79908,7.04,8065.0,3878.0,5119.0,76,"Nov  18, 2011 to Feb  18, 2017",[],Comic Yuri Hime,Kuzushiro (Story & Art),True,Comedy,Girls Love,,2014-04-01,2014-06-01,2011-11-18,2017-02-18
Tokyo ESP,"Action,Comedy,Sci-Fi,Supernatural",6066,1198,6.55,12,24 min. per ep.,TV ,170154,7.44,3338.0,878.0,19997.0,77,"Feb  26, 2010 to Jul  26, 2016",['Shounen'],Shounen Ace,"Segawa, Hajime (Story & Art)",True,Action,Comedy,Sci-Fi,2014-07-01,2014-09-01,2010-02-26,2016-07-26
"Maou-sama, Retry!","Action,Adventure,Fantasy",6073,968,6.54,12,23 min. per ep.,TV ,249624,7.35,4153.0,7206.0,2542.0,Unknown,"Jun  30, 2017 to ?",[],,"Ogata, Kouji (Art), Kanzaki, Kurone (Story)",True,Action,Adventure,Fantasy,2019-07-01,2019-09-01,2017-06-30,Ongoing or Hiatus
Dragon Quest: Dai no Daibouken,"Adventure,Fantasy",6023,9169,6.55,1,31 min.,Movie ,3202,7.95,842.0,1636.0,11792.0,349,"Oct  10, 1989 to Nov  26, 1996",['Shounen'],Shounen Jump (Weekly),"Sanjou, Riku (Story), Inada, Koji (Art)",True,Adventure,Fantasy,,1991-07-01,1991-07-01,1989-10-10,1996-11-26
Inu to Hasami wa Tsukaiyou,"Comedy,Supernatural",6006,1369,6.56,12,24 min. per ep.,TV ,150665,7.02,8475.0,13762.0,1080.0,79,"Feb  28, 2011 to Sep  29, 2014",[],,"Sarai, Shunsuke (Story), Nabeshima, Tetsuhiro (Art)",True,Comedy,Supernatural,,2013-07-01,2013-09-01,2011-02-28,2014-09-29
7 Seeds,"Adventure,Drama,Mystery,Romance,Sci-Fi",5984,1574,6.56,12,25 min. per ep.,ONA ,137014,8.22,399.0,774.0,22499.0,178,"Oct  13, 2001 to May  27, 2017",['Shoujo'],Flowers (Monthly),"Tamura, Yumi (Story & Art)",True,Adventure,Drama,Mystery,2019-06-01,2019-06-01,2001-10-13,2017-05-27
Morita-san wa Mukuchi,"Comedy,Slice of Life",5957,5775,6.56,1,23 min.,OVA ,9726,7.07,7687.0,14215.0,1030.0,Unknown,"May  28, 2007 to ?",[],Manga Life MOMO,"Sano, Tae (Story & Art)",True,Comedy,Slice of Life,,2011-03-01,2011-03-01,2007-05-28,Ongoing or Hiatus
Kemeko Deluxe!,"Action,Comedy,Romance,Sci-Fi,Ecchi",5933,3021,6.57,12,24 min. per ep.,TV ,42503,7.02,8395.0,10642.0,1546.0,63,"Oct  27, 2005 to Jun  27, 2011",['Shounen'],Dengeki Comic Gao!,"Iwasaki, Masakazu (Story & Art)",True,Action,Comedy,Romance,2008-10-01,2008-12-01,2005-10-27,2011-06-27
Ganbare Douki-chan,"Comedy,Ecchi",5926,2013,6.57,12,5 min. per ep.,ONA ,110004,7.05,7997.0,2868.0,6913.0,Unknown,"May  1, 2020 to ?",[],,Yom (Story & Art),True,Comedy,Ecchi,,2021-09-01,2021-12-01,2020-05-01,Ongoing or Hiatus
Saijaku Muhai no Bahamut,"Action,Fantasy,Romance,Supernatural,Ecchi",5963,532,6.56,12,23 min. per ep.,TV ,402030,7.57,2441.0,4407.0,4418.0,139,"Aug  12, 2013 to Aug  6, 2020",[],,"Kasuga, Ayumu (Art), Akatsuki, Senri (Story), Murakami, Yuichi (Art)",True,Action,Fantasy,Romance,2016-01-01,2016-03-01,2013-08-12,2020-08-06
Appleseed,"Action,Adventure,Sci-Fi",5914,3621,6.57,1,1 hr. 7 min.,OVA ,32146,7.31,4600.0,2085.0,9242.0,25,"Feb  15, 1985 to Mar  15, 1989",[],Comic Gaia,"Shirow, Masamune (Story & Art)",True,Action,Adventure,Sci-Fi,1988-04-01,1988-04-01,1985-02-15,1989-03-15
Cooking Papa,"Comedy,Gourmet",5921,10239,6.57,151,25 min. per ep.,TV ,2574,7.24,5384.0,12087.0,1294.0,Unknown,Jan  1984 to ?,['Seinen'],Morning,"Ueyama, Tochi (Story & Art)",True,Comedy,Gourmet,,1992-04-01,1995-05-01,1984-01-01,Ongoing or Hiatus
.hack//Tasogare no Udewa Densetsu,"Adventure,Comedy,Fantasy,Sci-Fi",5911,2294,6.57,12,23 min. per ep.,TV ,68558,7.04,8067.0,1121.0,16080.0,24,"Dec  10, 2001 to Oct  10, 2003",[],Comptiq,"Hamazaki, Tatsuya (Story), Idumi, Rei (Art)",True,Adventure,Comedy,Fantasy,2003-01-01,2003-03-01,2001-12-10,2003-10-10
Ladies versus Butlers!,"Comedy,Romance,Ecchi",5909,979,6.58,12,24 min. per ep.,TV ,222779,7.48,3024.0,15271.0,922.0,Unknown,"Sep  10, 2006 to Mar  10, 2012",['Seinen'],Dengeki Bunko Magazine,"Kouzuki, Tsukasa (Story), Munyuu (Art)",True,Comedy,Romance,Ecchi,2010-01-01,2010-03-01,2006-09-10,2012-03-10
Iketeru Futari,"Comedy,Romance,Ecchi",5900,4387,6.58,16,8 min. per ep.,TV ,20340,6.97,9085.0,9854.0,1723.0,331,"1997 to Apr  26, 2010",['Seinen'],Young King,"Sano, Takashi (Story & Art)",True,Comedy,Romance,Ecchi,1999-02-01,1999-02-01,1997-01-01,2010-04-26
Kobo-chan,"Comedy,Slice of Life",5906,13510,6.58,63,25 min. per ep.,TV ,993,7.21,5718.0,29301.0,267.0,Unknown,"Apr  1, 1982 to Oct  22, 2003",[],Yomiuri Shimbun,"Ueda, Masashi (Story & Art)",True,Comedy,Slice of Life,,1992-10-01,1994-03-01,1982-04-01,2003-10-22
Urasekai Picnic,"Adventure,Fantasy,Girls Love,Mystery,Sci-Fi",5874,1730,6.58,12,23 min. per ep.,TV ,122377,8.24,366.0,7530.0,2416.0,Unknown,"Feb  23, 2017 to ?",[],,"Miyazawa, Iori (Story), shirakaba (Art)",True,Adventure,Fantasy,Girls Love,2021-01-01,2021-03-01,2017-02-23,Ongoing or Hiatus
Ryuugajou Nanana no Maizoukin,"Comedy,Supernatural",5842,4923,6.59,1,2 min.,TV ,239675,7.59,2281.0,8176.0,2183.0,111,"Jan  30, 2012 to Dec  28, 2016",[],,"Aka, Ringo (Art), Ootorino, Kazuma (Story), Ousaka, Nozomi (Art)",True,Comedy,Supernatural,,2014-04-01,2014-06-01,2012-01-30,2016-12-28
Kage kara Mamoru!,"Comedy,Romance",5823,3788,6.59,12,24 min. per ep.,TV ,26964,7.03,8214.0,15407.0,908.0,54,"Oct  5, 2005 to Dec  25, 2022",['Seinen'],Comic Alive,"Achi, Tarou (Story), Madara, Sai (Art)",True,Comedy,Romance,,2006-01-01,2006-03-01,2005-10-05,2022-12-25
Five Star Stories,"Action,Drama,Fantasy,Sci-Fi",5812,5198,6.59,1,1 hr. 5 min.,Movie ,14393,8.08,607.0,3492.0,5690.0,Unknown,"Apr  10, 1986 to ?",[],Newtype,"Nagano, Mamoru (Story & Art)",True,Action,Drama,Fantasy,1989-03-01,1989-03-01,1986-04-10,Ongoing or Hiatus
Plunderer,"Action,Fantasy,Ecchi",5837,557,6.59,24,22 min. per ep.,TV ,435712,7.27,5123.0,645.0,26909.0,83,"Dec  26, 2014 to Apr  26, 2022",['Shounen'],Shounen Ace,"Minazuki, Suu (Story & Art)",True,Action,Fantasy,Ecchi,2020-01-01,2020-06-01,2014-12-26,2022-04-26
Hanaukyou Maid-tai,"Comedy,Romance,Ecchi",5817,3490,6.59,12,14 min. per ep.,TV ,33037,7.04,8093.0,10856.0,1504.0,94,"Mar  6, 1999 to Aug  5, 2006",['Shounen'],Shounen Champion (Monthly),Morishige (Story & Art),True,Comedy,Romance,Ecchi,2001-04-01,2001-06-01,1999-03-06,2006-08-05
GS Mikami: Gokuraku Daisakusen!!,"Comedy,Fantasy",5793,8796,6.6,1,59 min.,Movie ,3944,7.72,1604.0,5526.0,3454.0,390,"Apr  17, 1991 to Sep  8, 1999",['Shounen'],Shounen Sunday,"Shiina, Takashi (Story & Art)",True,Comedy,Fantasy,,1994-08-01,1994-08-01,1991-04-17,1999-09-08
C³,"Action,Comedy,Supernatural,Ecchi",5782,1156,6.6,12,24 min. per ep.,TV ,178005,7.35,4234.0,9081.0,1900.0,106,"Sep  10, 2007 to Jun  7, 2013",[],,"Minase, Hazuki (Story), Sasorigatame (Art)",True,Action,Comedy,Supernatural,2011-10-01,2011-12-01,2007-09-10,2013-06-07
Asobi ni Iku yo!,"Comedy,Romance,Sci-Fi,Ecchi",5776,1041,6.6,12,24 min. per ep.,TV ,203034,7.19,6043.0,6839.0,2706.0,57,"Aug  26, 2006 to Jun  27, 2014",['Seinen'],Comic Alive,"Kamino, Okina (Story), 888 (Art)",True,Comedy,Romance,Sci-Fi,2010-07-01,2010-09-01,2006-08-26,2014-06-27
Okusama ga Seitokaichou!,"Comedy,Romance,Ecchi",5752,741,6.6,12,8 min. per ep.,TV ,301302,7.03,8294.0,872.0,20088.0,70,"Aug  27, 2011 to Aug  27, 2018",['Shounen'],Comic REX,"Nakata, Yumi (Story & Art)",True,Comedy,Romance,Ecchi,2015-07-01,2015-09-01,2011-08-27,2018-08-27
