Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Cluster
Non Non Biyori,Comedy,636.0,479,7.95,12,24 min. per ep.,TV ,Oct 2013 , Dec 2013,430086,8.22,402.0,1665.0,11598.0,125,"Sep  26, 2009 to Feb  26, 2021",['Seinen'],Comic Alive,Atto (Story & Art),True,1
IDOLiSH7 Vibrato,Other,620.0,5045,7.96,8,14 min. per ep.,ONA ,Feb 2018 , Mar 2019,15971,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Action,615.0,1224,7.96,1,1 hr. 37 min.,Movie ,Oct 2021 , Oct 2021,257191,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Girls & Panzer: Saishuushou Part 1,Other,618.0,2989,7.96,1,47 min.,Movie ,Dec 2017 , Dec 2017,50257,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Nurarihyon no Mago: Sennen Makyou,Action,613.0,1260,7.96,24,23 min. per ep.,TV ,Jul 2011 , Dec 2011,164561,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kobato.,Comedy,621.0,1237,7.96,24,24 min. per ep.,TV ,Oct 2009 , Mar 2010,168517,7.94,869.0,840.0,21031.0,40,"Dec  18, 2004 to Jul  8, 2011",[],Newtype,CLAMP (Story & Art),True,1
Mawaru Penguindrum,Other,612.0,701,7.96,24,24 min. per ep.,TV ,Jul 2011 , Dec 2011,302423,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Action,627.0,1968,7.95,1,1 hr. 29 min.,Movie ,Aug 2017 , Aug 2017,97903,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saint Seiya: The Lost Canvas - Meiou Shinwa,Action,608.0,1760,7.97,13,24 min. per ep.,OVA ,Jun 2009 , Apr 2010,109414,8.27,338.0,1189.0,15439.0,223,"Sep  21, 2006 to Apr  7, 2011",['Shounen'],Shounen Champion (Weekly),"Kurumada, Masami (Story), Teshirogi, Shiori (Story & Art)",True,1
Quanzhi Gaoshou 2,Other,607.0,1736,7.97,12,26 min. per ep.,ONA ,Sep 2020 , Dec 2020,119759,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Youjo Senki,Other,610.0,178,7.97,12,24 min. per ep.,TV ,Jan 2017 , Mar 2017,931070,8.43,193.0,768.0,22728.0,Unknown,"Oct  31, 2013 to ?",[],,"Shinotsuki, Shinobu (Art), Zen, Carlo (Story)",True,0
One Piece Film: Strong World Episode 0,Adventure,605.0,2077,7.97,1,18 min.,OVA ,Apr 2010 , Apr 2010,86542,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Phantom: Requiem for the Phantom,Action,606.0,615,7.97,26,24 min. per ep.,TV ,Apr 2009 , Sep 2009,337331,7.29,4879.0,8383.0,2112.0,14,"Dec  27, 2008 to Jan  27, 2010",['Seinen'],Comic Alive,"Hiiragi, Masaki (Art), Nitroplus (Story)",True,2
Tekkon Kinkreet,Action,616.0,1740,7.96,1,1 hr. 51 min.,Movie ,Dec 2006 , Dec 2006,113369,8.02,702.0,1281.0,14635.0,33,1993 to  1994,['Seinen'],Big Comic Spirits,"Matsumoto, Taiyou (Story & Art)",True,1
Naruto,Action,603.0,8,7.97,220,23 min. per ep.,TV ,Oct 2002 , Feb 2007,2875730,8.07,620.0,11.0,409403.0,700,"Sep  21, 1999 to Nov  10, 2014",['Shounen'],Shounen Jump (Weekly),"Kishimoto, Masashi (Story & Art)",True,3
Dragon Ball,Adventure,617.0,140,7.96,153,24 min. per ep.,TV ,Feb 1986 , Apr 1989,1049631,8.41,200.0,65.0,156157.0,520,"Nov  20, 1984 to May  23, 1995",['Shounen'],Shounen Jump (Weekly),"Toriyama, Akira (Story & Art)",True,3
Wan Sheng Jie 2,Comedy,591.0,6386,7.98,12,4 min. per ep.,ONA ,Oct 2020 , Dec 2020,12969,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Osomatsu-san,Other,614.0,1206,7.96,25,23 min. per ep.,TV ,Oct 2015 , Mar 2016,173517,7.5,2853.0,9747.0,1745.0,Unknown,"Jan  15, 2016 to ?",['Josei'],YOU,"Shitara, Masako (Art)",True,2
Promare,Action,588.0,820,7.98,1,1 hr. 51 min.,Movie ,May 2019 , May 2019,282782,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Noragami,Action,604.0,22,7.97,12,24 min. per ep.,TV ,Jan 2014 , Mar 2014,2176883,8.39,214.0,43.0,178921.0,Unknown,"Dec  6, 2010 to ?",['Shounen'],Shounen Magazine (Monthly),Adachitoka (Story & Art),True,3
Wan Sheng Jie,Comedy,609.0,4737,7.97,12,4 min. per ep.,ONA ,Apr 2020 , May 2020,27644,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
xxxHOLiC,Comedy,587.0,678,7.99,24,24 min. per ep.,TV ,Apr 2006 , Sep 2006,324516,8.37,235.0,178.0,81981.0,213,"Feb  24, 2003 to Feb  9, 2011",['Seinen'],Young Magazine (Weekly),CLAMP (Story & Art),True,1
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Drama,589.0,2036,7.98,2,42 min. per ep.,OVA ,Dec 2001 , Mar 2002,85194,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Sakasama no Patema,Adventure,585.0,756,7.99,1,1 hr. 38 min.,Movie ,Nov 2013 , Nov 2013,292865,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ookiku Furikabutte: Natsu no Taikai-hen,Comedy,583.0,2913,7.99,13,24 min. per ep.,TV ,Apr 2010 , Jun 2010,45321,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Major Movie: Yuujou no Winning Shot,Action,582.0,4284,7.99,1,1 hr. 40 min.,Movie ,Dec 2008 , Dec 2008,21055,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
ReLIFE,Drama,584.0,139,7.99,13,23 min. per ep.,TV ,Jul 2016 , Sep 2016,1047098,8.64,72.0,61.0,159207.0,238,"Oct  12, 2013 to Mar  16, 2018",[],comico,"Yayoi, Sou (Story & Art)",True,3
Kimi ni Todoke 2nd Season,Drama,580.0,452,7.99,12,23 min. per ep.,TV ,Jan 2011 , Mar 2011,491795,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Mahou Shoujo Lyrical Nanoha A's,Action,602.0,2363,7.97,13,25 min. per ep.,TV ,Oct 2005 , Dec 2005,66059,7.41,3612.0,8737.0,1998.0,7,"Jun  8, 2005 to Jan  1, 2006",[],Comic NORA,"Hasegawa, Kouji (Art), Tsuzuki, Masaki (Story)",True,2
Doupo Cangqiong 4th Season,Action,577.0,8082,7.99,24,24 min. per ep.,ONA ,Mar 2021 , Aug 2021,7488,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Other,586.0,257,7.99,12,24 min. per ep.,TV ,Apr 2018 , Jun 2018,726980,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
High Score Girl II,Other,579.0,1537,7.99,9,23 min. per ep.,TV ,Oct 2019 , Dec 2019,139163,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kobayashi-san Chi no Maid Dragon,Fantasy,574.0,103,8.0,13,24 min. per ep.,TV ,Jan 2017 , Apr 2017,1243122,7.94,865.0,375.0,43476.0,Unknown,"May  25, 2013 to ?",[],Monthly Action,Cool-kyou Shinja (Story & Art),True,0
Durarara!!x2 Shou,Action,578.0,408,7.99,12,24 min. per ep.,TV ,Jan 2015 , Mar 2015,487311,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
High Score Girl: Extra Stage,Other,571.0,2282,8.0,3,25 min. per ep.,OVA ,Mar 2019 , Mar 2019,75586,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kanon (2006),Drama,601.0,772,7.97,24,24 min. per ep.,TV ,Oct 2006 , Mar 2007,273635,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,Action,575.0,3619,8.0,1,2 hr. 41 min.,OVA ,Jan 2006 , Jan 2006,29973,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,Other,611.0,2108,7.97,1,2 min.,Special ,May 2017 , May 2017,85416,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Eve no Jikan (Movie),Other,566.0,1519,8.0,1,1 hr. 46 min.,Movie ,Mar 2010 , Mar 2010,125668,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hanada Shounen-shi,Comedy,569.0,4870,8.0,25,25 min. per ep.,TV ,Oct 2002 , Mar 2003,16339,7.61,2153.0,19441.0,620.0,41,1993 to  1995,['Seinen'],Mr. Magazine,"Isshiki, Makoto (Story & Art)",True,2
Touch,Drama,564.0,3377,8.0,101,25 min. per ep.,TV ,Mar 1985 , Mar 1987,36475,8.34,265.0,1480.0,12970.0,257,"Aug  5, 1981 to Nov  12, 1986",['Shounen'],Shounen Sunday,"Adachi, Mitsuru (Story & Art)",True,1
Code Geass: Hangyaku no Lelouch III - Oudou,Action,565.0,2001,8.0,1,2 hr. 20 min.,Movie ,May 2018 , May 2018,95184,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Koukaku Kidoutai 2.0,Action,581.0,1964,7.99,1,1 hr. 23 min.,Movie ,Jul 2008 , Jul 2008,89294,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Wolf's Rain OVA,Adventure,560.0,2365,8.01,4,23 min. per ep.,OVA ,Jan 2004 , Feb 2004,69285,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hibike! Euphonium,Other,570.0,450,8.0,13,23 min. per ep.,TV ,Apr 2015 , Jul 2015,468881,7.69,1725.0,12480.0,1243.0,66,"Dec  5, 2013 to Jun  22, 2019",[],,"Asada, Nikki (Art), Takeda, Ayano (Story)",True,2
Nagi no Asu kara,Drama,562.0,322,8.0,26,23 min. per ep.,TV ,Oct 2013 , Apr 2014,606039,7.58,2350.0,5019.0,3839.0,36,"Apr  27, 2013 to Mar  26, 2016",[],Dengeki Daioh,"Maeda, Risou (Art)",True,2
Pui Pui Molcar,Other,559.0,5225,8.01,12,2 min. per ep.,TV ,Jan 2021 , Mar 2021,17093,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Maoujou de Oyasumi,Comedy,561.0,1137,8.0,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,218133,7.94,867.0,881.0,19966.0,Unknown,"May  11, 2016 to ?",['Shounen'],Shounen Sunday,"Kumanomata, Kagiji (Story & Art)",True,1
Love Live! Superstar!!,Other,555.0,2589,8.01,12,23 min. per ep.,TV ,Jul 2021 , Oct 2021,70309,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Persona 3 the Movie 4: Winter of Rebirth,Action,558.0,2324,8.01,1,1 hr. 45 min.,Movie ,Jan 2016 , Jan 2016,75982,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Action,567.0,3947,8.0,4,25 min. per ep.,Movie ,Sep 2019 , Sep 2019,30042,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Fantasy,554.0,849,8.01,14,23 min. per ep.,TV ,Oct 2019 , Dec 2019,314295,8.75,42.0,1359.0,13979.0,Unknown,"Jan  25, 2015 to ?",[],,"Shiina, You (Art), Kazuki, Miya (Story)",True,1
Clannad,Drama,552.0,77,8.01,23,24 min. per ep.,TV ,Oct 2007 , Mar 2008,1422289,7.89,1010.0,1712.0,11276.0,45,"May  7, 2005 to Apr  2009",['Seinen'],Comic Rush,"Maeda, Jun (Story), Key (Story), Misaki, Juri (Art)",True,0
Kimi ni Todoke,Drama,573.0,168,8.0,25,22 min. per ep.,TV ,Oct 2009 , Mar 2010,960129,8.29,315.0,101.0,117237.0,125,"Aug  11, 2005 to Nov  13, 2017",['Shoujo'],Bessatsu Margaret,"Shiina, Karuho (Story & Art)",True,0
Haikyuu!! Movie 2: Shousha to Haisha,Other,568.0,2094,8.0,1,1 hr. 28 min.,Movie ,Sep 2015 , Sep 2015,96826,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Comedy,539.0,82,8.02,13,24 min. per ep.,TV ,Apr 2013 , Jun 2013,1445285,8.77,39.0,214.0,69689.0,168,"Mar  18, 2011 to Apr  20, 2021",[],,"Watari, Wataru (Story), Ponkan⑧ (Art)",True,3
Tokyo Magnitude 8.0,Other,537.0,715,8.02,11,22 min. per ep.,TV ,Jul 2009 , Sep 2009,299504,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
ef: A Tale of Melodies.,Drama,543.0,1225,8.02,12,24 min. per ep.,TV ,Oct 2008 , Dec 2008,165717,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Slayers Next,Adventure,535.0,2275,8.02,26,24 min. per ep.,TV ,Apr 1996 , Sep 1996,71552,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,Other,551.0,7017,8.01,1,1 hr. 10 min.,Movie ,Jun 2021 , Jun 2021,9531,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tsumiki no Ie,Other,532.0,1877,8.03,1,12 min.,Movie ,Jun 2008 , Jun 2008,97369,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Drama,540.0,4933,8.02,1,48 min.,Movie ,Jul 2017 , Jul 2017,15231,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Magi: The Labyrinth of Magic,Action,529.0,129,8.03,25,24 min. per ep.,TV ,Oct 2012 , Mar 2013,1051830,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Kami nomi zo Shiru Sekai: Megami-hen,Comedy,528.0,604,8.03,12,24 min. per ep.,TV ,Jul 2013 , Sep 2013,349037,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Fantasy,527.0,2018,8.03,10,23 min. per ep.,TV ,Apr 2022 , Jun 2022,159207,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
School Rumble Ni Gakki,Comedy,563.0,1276,8.0,26,24 min. per ep.,TV ,Apr 2006 , Sep 2006,163774,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ginga Nagareboshi Gin,Action,526.0,3847,8.03,21,23 min. per ep.,TV ,Apr 1986 , Aug 1986,27794,8.11,557.0,4525.0,4293.0,55,"Nov  15, 1983 to Feb  24, 1987",['Shounen'],Shounen Jump (Weekly),"Takahashi, Yoshihiro (Story & Art)",True,1
FLCL,Action,525.0,207,8.03,6,25 min. per ep.,OVA ,Apr 2000 , Mar 2001,830753,7.74,1533.0,4201.0,4687.0,24,"Jun  1, 2000 to Mar  1, 2001",['Shounen'],,"Imaishi, Hiroyuki (Art), Enokido, Youji (Story), Tsurumaki, Kazuya (Art)",True,1
D.Gray-man,Action,522.0,248,8.03,103,23 min. per ep.,TV ,Oct 2006 , Sep 2008,696414,8.28,325.0,64.0,156291.0,Unknown,"May  31, 2004 to ?",['Shounen'],Jump SQ.Rise,"Hoshino, Katsura (Story & Art)",True,3
Black Lagoon: Roberta's Blood Trail,Other,521.0,768,8.03,5,33 min. per ep.,OVA ,Jun 2010 , Jun 2011,303263,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Omae Umasou da na,Action,534.0,4490,8.02,1,1 hr. 30 min.,Movie ,Oct 2010 , Oct 2010,20657,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Fullmetal Alchemist: Brotherhood Specials,Drama,553.0,1301,8.01,4,15 min. per ep.,Special ,Aug 2009 , Aug 2010,160281,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Toaru Kagaku no Railgun S,Action,531.0,527,8.03,24,24 min. per ep.,TV ,Apr 2013 , Sep 2013,391791,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Black Lagoon,Other,520.0,147,8.03,12,24 min. per ep.,TV ,Apr 2006 , Jun 2006,1018537,8.29,311.0,300.0,52575.0,Unknown,"Apr  19, 2002 to ?",['Seinen'],Sunday Gene-X,"Hiroe, Rei (Story & Art)",True,0
Baby Steps 2nd Season,Other,519.0,1942,8.03,25,24 min. per ep.,TV ,Apr 2015 , Sep 2015,91589,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Lovely★Complex,Comedy,517.0,342,8.04,24,24 min. per ep.,TV ,Apr 2007 , Sep 2007,597199,8.33,269.0,249.0,62436.0,68,"Aug  13, 2001 to Aug  13, 2007",['Shoujo'],Bessatsu Margaret,"Nakahara, Aya (Story & Art)",True,0
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,Action,515.0,937,8.04,1,59 min.,Movie ,Feb 2008 , Feb 2008,230660,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tate no Yuusha no Nariagari,Action,536.0,74,8.02,25,24 min. per ep.,TV ,Jan 2019 , Jun 2019,1604968,7.95,850.0,349.0,46157.0,Unknown,"Aug  22, 2013 to ?",[],,"Aneko, Yusagi (Story), Minami, Seira (Art)",True,0
Full Metal Panic? Fumoffu,Action,513.0,703,8.04,12,24 min. per ep.,TV ,Aug 2003 , Nov 2003,298504,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
BanG Dream! 3rd Season,Other,510.0,3472,8.04,13,23 min. per ep.,TV ,Jan 2020 , Apr 2020,37823,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Akatsuki no Yona,Action,518.0,195,8.03,24,24 min. per ep.,TV ,Oct 2014 , Mar 2015,862406,8.82,29.0,82.0,132140.0,Unknown,"Aug  5, 2009 to ?",['Shoujo'],Hana to Yume,"Kusanagi, Mizuho (Story & Art)",True,3
Eve no Jikan,Other,512.0,1128,8.04,6,18 min. per ep.,ONA ,Aug 2008 , Sep 2009,186851,7.27,5020.0,7928.0,2266.0,29,"Feb  19, 2010 to Mar  2, 2012",['Seinen'],Young Gangan,"Yoshiura, Yasuhiro (Story), Oota, Yuuki (Art)",True,2
SK∞,Other,508.0,413,8.04,12,23 min. per ep.,TV ,Jan 2021 , Apr 2021,565251,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Paprika,Other,505.0,393,8.04,1,1 hr. 30 min.,Movie ,Nov 2006 , Nov 2006,550307,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Saint Seiya: Meiou Hades Juuni Kyuu-hen,Adventure,506.0,2580,8.04,13,25 min. per ep.,OVA ,Nov 2002 , Jul 2003,58133,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saiunkoku Monogatari 2nd Season,Adventure,530.0,3064,8.03,39,25 min. per ep.,TV ,Apr 2007 , Mar 2008,41924,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kyou kara Ore wa!!,Other,502.0,3517,8.05,10,43 min. per ep.,OVA ,Apr 1993 , Dec 1997,35244,8.47,163.0,857.0,20554.0,366,1988 to Oct  1997,['Shounen'],Shounen Sunday,"Nishimori, Hiroyuki (Story & Art)",True,1
Summer Wars,Comedy,503.0,372,8.05,1,1 hr. 54 min.,Movie ,Aug 2009 , Aug 2009,523383,7.65,1959.0,2317.0,8425.0,13,"Jul  4, 2009 to May  1, 2010",['Seinen'],Young Ace,"Sugimoto, Iqura (Art), Hosoda, Mamoru (Story)",True,1
Shokugeki no Souma: San no Sara,Other,507.0,150,8.04,12,24 min. per ep.,TV ,Oct 2017 , Dec 2017,981293,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
"Komi-san wa, Comyushou desu.",Other,501.0,262,8.05,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,896974,8.12,527.0,27.0,249437.0,Unknown,"May  18, 2016 to ?",['Shounen'],Shounen Sunday,"Oda, Tomohito (Story & Art)",True,3
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Adventure,496.0,5401,8.05,1,1 hr. 48 min.,Movie ,Mar 2011 , Mar 2011,16772,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Juuni Kokuki,Action,514.0,1405,8.04,45,25 min. per ep.,TV ,Apr 2002 , Aug 2003,154680,8.41,203.0,2100.0,9196.0,Unknown,"Jun  20, 1992 to ?",[],,"Ono, Fuyumi (Story), Yamada, Akihiro (Art)",True,1
Ginga Eiyuu Densetsu Gaiden (1999),Action,494.0,4371,8.06,28,26 min. per ep.,OVA ,Dec 1999 , Jul 2000,20612,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
City Hunter 2,Action,491.0,3926,8.06,63,25 min. per ep.,TV ,Apr 1988 , Jul 1989,27687,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Omoide no Marnie,Drama,489.0,781,8.06,1,1 hr. 42 min.,Movie ,Jul 2014 , Jul 2014,304047,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Dennou Coil,Adventure,492.0,1376,8.06,26,25 min. per ep.,TV ,May 2007 , Dec 2007,148753,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Serial Experiments Lain,Other,487.0,259,8.07,13,23 min. per ep.,TV ,Jul 1998 , Sep 1998,788696,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,Adventure,516.0,595,8.04,1,28 min.,OVA ,Jul 2017 , Jul 2017,376829,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Koukyoushihen Eureka Seven,Adventure,484.0,444,8.07,50,24 min. per ep.,TV ,Apr 2005 , Apr 2006,438208,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Fate/stay night: Unlimited Blade Works Prologue,Action,493.0,670,8.06,1,51 min.,TV Special ,Oct 2014 , Oct 2014,323501,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Glass no Kamen (2005),Other,495.0,3178,8.06,51,25 min. per ep.,TV ,Apr 2005 , Mar 2006,40611,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,Comedy,509.0,911,8.04,1,23 min.,OVA ,Oct 2016 , Oct 2016,253153,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Gintama: Dai Hanseikai,Action,481.0,3247,8.07,1,14 min.,Special ,Mar 2010 , Mar 2010,38612,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Dorohedoro,Action,479.0,417,8.07,12,23 min. per ep.,TV ,Jan 2020 , Mar 2020,556321,8.68,57.0,51.0,169360.0,190,"Nov  30, 2000 to Sep  12, 2018",['Seinen'],Gessan,"Hayashida, Q (Story & Art)",True,3
Shijou Saikyou no Deshi Kenichi,Action,488.0,706,8.07,50,25 min. per ep.,TV ,Oct 2006 , Sep 2007,305169,8.09,594.0,217.0,68873.0,584,"Aug  9, 2002 to Sep  17, 2014",['Shounen'],Shounen Sunday,"Matsuena, Syun (Story & Art)",True,0
Kuroshitsuji: Book of Murder,Action,485.0,889,8.07,2,58 min. per ep.,OVA ,Jan 2015 , Feb 2015,252032,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Boku no Hero Academia the Movie 2: Heroes:Rising,Other,541.0,388,8.02,1,1 hr. 44 min.,Movie ,Dec 2019 , Dec 2019,577532,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kuroko no Basket Movie 4: Last Game,Other,476.0,796,8.08,1,1 hr. 30 min.,Movie ,Mar 2017 , Mar 2017,311216,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Gosick,Drama,483.0,362,8.07,24,24 min. per ep.,TV ,Jan 2011 , Jul 2011,555906,8.07,622.0,3033.0,6577.0,Unknown,"Dec  10, 2003 to Jul  23, 2011",['Shounen'],,"Sakuraba, Kazuki (Story), Takeda, Hinata (Art)",True,0
Kuroshitsuji: Book of Circus,Action,477.0,513,8.08,10,24 min. per ep.,TV ,Jul 2014 , Sep 2014,411459,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Kamisama Hajimemashita,Comedy,473.0,311,8.08,13,24 min. per ep.,TV ,Oct 2012 , Dec 2012,663327,8.54,115.0,159.0,87566.0,154,"Feb  20, 2008 to May  20, 2016",['Shoujo'],Hana to Yume,"Suzuki, Julietta (Story & Art)",True,0
Hikaru no Go,Comedy,471.0,1451,8.08,75,23 min. per ep.,TV ,Oct 2001 , Mar 2003,139976,8.12,530.0,357.0,45524.0,198,"Dec  8, 1998 to Jul  14, 2003",['Shounen'],Shounen Jump (Weekly),"Obata, Takeshi (Art), Hotta, Yumi (Story)",True,1
Girls & Panzer: Saishuushou Part 2,Other,482.0,3620,8.07,1,54 min.,Movie ,Jun 2019 , Jun 2019,37910,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,Action,474.0,3082,8.08,1,2 hr. 40 min.,OVA ,Sep 2005 , Sep 2005,41084,7.09,7297.0,16023.0,851.0,Unknown,"Dec  4, 2013 to Sep  14, 2016",[],Manga Box,"Kinutani, Yuu (Story & Art)",True,2
Initial D Fifth Stage,Action,472.0,1492,8.08,14,27 min. per ep.,TV ,Nov 2012 , May 2013,152487,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Angel Beats!,Drama,466.0,24,8.08,13,24 min. per ep.,TV ,Apr 2010 , Jun 2010,2085810,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
